"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Symbols"
"ENSG00000188647 - PTAR1",262.218617722073,0.0255867079793788,0.125169817639962,0.204415956352803,0.838028462071791,0.997820017732497," PTAR1"
"ENSG00000114956 - DGUOK",664.397895881708,0.0255577354779937,0.108468848342437,0.235622815845779,0.813725367387732,0.997820017732497," DGUOK"
"ENSG00000115306 - SPTBN1",7272.68482090984,0.0255218243149866,0.137237592924032,0.185968172212946,0.852469720798866,0.997820017732497," SPTBN1"
"ENSG00000053328 - METTL24",3.88028222458712,0.0255024844343871,0.724559206384172,0.0351972402112649,0.971922462861667,0.997820017732497," METTL24"
"ENSG00000091409 - ITGA6",3089.63420326522,0.0254880830535942,0.165148102168296,0.154334701513071,0.877345837236517,0.997820017732497," ITGA6"
"ENSG00000136161 - RCBTB2",71.2613380368267,0.0253744612995602,0.171812689590998,0.147686770749963,0.882589972552242,0.997820017732497," RCBTB2"
"ENSG00000149761 - NUDT22",1070.07574737429,0.0253476439254092,0.147538694310196,0.171803363476408,0.863592121173026,0.997820017732497," NUDT22"
"ENSG00000100592 - DAAM1",344.254296743918,0.0253045366994149,0.11131639064106,0.22732085143696,0.820174260380994,0.997820017732497," DAAM1"
"ENSG00000080293 - SCTR",1.54490483040157,0.0252600345777128,0.87603110657024,0.028834631999095,0.976996480014769,0.997820017732497," SCTR"
"ENSG00000242247 - ARFGAP3",345.402411209009,0.0252163609994412,0.198082394771761,0.127302383578796,0.898701073834537,0.997820017732497," ARFGAP3"
"ENSG00000198015 - MRPL42",549.589138440438,0.0251864398856718,0.13893886089049,0.181277143948398,0.856150045291665,0.997820017732497," MRPL42"
"ENSG00000162869 - PPP1R21",240.116276610532,0.0251516790654593,0.128903336396267,0.195120465991195,0.845298640954797,0.997820017732497," PPP1R21"
"ENSG00000282939 - TRBV7-2",1.30390312076977,0.0251205705488546,2.29477119111766,0.010946873765057,0.991265832875915,0.997820017732497," TRBV7-2"
"ENSG00000116668 - SWT1",71.9603798449543,0.0250933451363833,0.192958762325285,0.130045118625303,0.896530730254821,0.997820017732497," SWT1"
"ENSG00000152942 - RAD17",151.911555265022,0.0250796320529738,0.512917017428686,0.0488960810438714,0.961002112002395,0.997820017732497," RAD17"
"ENSG00000259956 - RBM15B",1120.20932441217,0.0250152339287562,0.0686283371871739,0.36450298745445,0.715482443354618,0.97677612327242," RBM15B"
"ENSG00000198807 - PAX9",1.84762597300448,0.0250031657279383,0.63288154823008,0.0395068647488022,0.968486280513146,0.997820017732497," PAX9"
"ENSG00000107371 - EXOSC3",207.35618398674,0.0249399410069029,0.178302237332042,0.139874526422563,0.888759128369058,0.997820017732497," EXOSC3"
"ENSG00000104067 - TJP1",557.650032968117,0.024909630214604,0.245785685670402,0.101346952515403,0.919275045319737,0.997820017732497," TJP1"
"ENSG00000174437 - ATP2A2",6211.02170059486,0.0248975583625298,0.161504050123036,0.154160582001272,0.877483121596016,0.997820017732497," ATP2A2"
"ENSG00000171617 - ENC1",290.046280773732,0.0248124501532426,0.14098842963489,0.175989265342539,0.860302375839118,0.997820017732497," ENC1"
"ENSG00000129084 - PSMA1",1550.04648363896,0.0247997233344203,0.12604093465102,0.196759278270074,0.844015919339907,0.997820017732497," PSMA1"
"ENSG00000122378 - PRXL2A",1777.97356824824,0.0247272653266076,0.103390995903313,0.239162657352981,0.81097945760388,0.997820017732497," PRXL2A"
"ENSG00000110693 - SOX6",19.3235085560435,0.024628824105258,0.438901580084863,0.0561146854392639,0.955250445083618,0.997820017732497," SOX6"
"ENSG00000237289 - CKMT1B",5559.86716249352,0.0246141749313105,0.119662231843321,0.205697107200364,0.837027518361907,0.997820017732497," CKMT1B"
"ENSG00000121064 - SCPEP1",134.150359203531,0.0245850420733285,0.245883917643369,0.0999863769414424,0.920355140868906,0.997820017732497," SCPEP1"
"ENSG00000131828 - PDHA1",2702.49102598967,0.0245430967033064,0.133007705335296,0.184523871315848,0.853602502075455,0.997820017732497," PDHA1"
"ENSG00000114416 - FXR1",607.953804295626,0.0244857805716786,0.0743249897750289,0.329442098085631,0.741821552345995,0.987334867650264," FXR1"
"ENSG00000091542 - ALKBH5",1143.39068369563,0.0243131772698781,0.0447945121890681,0.542771336972203,0.587287250496523,0.917900357253226," ALKBH5"
"ENSG00000226421 - SLC25A5P5",2.70225240053142,0.0243033283253893,0.666593829113048,0.0364589758619978,0.970916389464822,0.997820017732497," SLC25A5P5"
"ENSG00000141543 - EIF4A3",1135.08997510931,0.0241966816285883,0.126603890634699,0.191121153601867,0.848430674930075,0.997820017732497," EIF4A3"
"ENSG00000172554 - SNTG2",0.365731743380273,0.0241320988315071,2.0883186535853,0.0115557550520733,0.990780046654462,0.997820017732497," SNTG2"
"ENSG00000101544 - ADNP2",285.659101911193,0.0240391700371711,0.123905097234566,0.194012761167221,0.8461658897894,0.997820017732497," ADNP2"
"ENSG00000090061 - CCNK",987.887332995873,0.024038327186138,0.0654081928646079,0.367512480216297,0.713236784315324,0.975740097038896," CCNK"
"ENSG00000106554 - CHCHD3",1082.37993696743,0.0239781346175504,0.171925366154033,0.139468277159681,0.889080122073168,0.997820017732497," CHCHD3"
"ENSG00000230873 - STMND1",8.84842542139058,0.0239066256907081,0.449562203003758,0.0531775703806405,0.95759042656722,0.997820017732497," STMND1"
"ENSG00000087470 - DNM1L",761.30728385525,0.0238768976412984,0.11564152190689,0.206473395088342,0.836421144639888,0.997820017732497," DNM1L"
"ENSG00000142002 - DPP9",1456.50364189745,0.0238261238080748,0.0924345527708122,0.257762093220169,0.796590521319269,0.997820017732497," DPP9"
"ENSG00000112078 - KCTD20",440.573509779409,0.0237273749916932,0.116231559374619,0.204138833887782,0.83824500818909,0.997820017732497," KCTD20"
